FIP;County_Name;pop1970;pop1971;pop1972;pop1973;pop1974;pop1975;pop1976;pop1977;pop1978;pop1979;pop1980;pop1981;pop1982;pop1983;pop1984;pop1985;pop1986;pop1987;pop1988;pop1989;pop1990;pop1991;pop1992;pop1993;pop1994;pop1995;pop1996;pop1997;pop1998;pop1999;pop2000;pop2001;pop2002;pop2003;pop2004;pop2005;pop2006;pop2007;pop2008;pop2009;pop2010;pop2011;pop2012;pop2013;pop2014;pop2015;pop2016
48167;Galveston County;169812;173000;175100;175200;176200;178800;184900;189400;191700;194800;195738;201604;208781;213335;213410;214651;213436;210864;211351;213305;218346;222881;227336;231932;234275;236990;239739;242310;244993;248469;250719;254545;260102;265136;269569;274494;278865;283540;288489;286814;292538;295611;301395;307303;314283;322225;322225
48169;Garza County;5289;5200;5300;5400;5300;5300;5300;5300;5300;5400;5336;5612;5802;5910;5823;5785;5710;5620;5302;5171;5132;5047;4978;4995;4780;4659;4666;4691;4602;4515;4859;5032;4982;4943;5007;4789;4864;4744;4659;4659;6468;6577;6456;6411;6445;6415;6415
48171;Gillespie County;10553;11000;11600;11300;11600;11900;12300;12300;12700;13200;13532;13923;14409;14942;15583;15756;16298;16651;16778;17070;17226;17447;17853;18547;18865;19207;19466;19775;19994;20396;20911;21092;21543;22032;22321;22664;23242;23484;23872;24180;24876;25029;25159;25330;25509;25963;25963
48173;Glasscock County;1155;1100;1100;1100;1100;1100;1100;1100;1100;1200;1304;1274;1298;1378;1419;1411;1321;1370;1442;1432;1443;1462;1436;1512;1472;1422;1396;1415;1382;1443;1401;1345;1332;1324;1283;1265;1195;1162;1211;1221;1231;1233;1258;1243;1291;1315;1315
48175;Goliad County;4869;5000;5000;5000;4900;4800;4800;4800;4800;5000;5193;5324;5541;5876;5813;5818;5791;5864;5877;6003;5964;6014;6026;6083;6066;6342;6542;6814;6989;7125;6974;6997;7009;7067;6987;6969;6999;7001;7029;7033;7223;7208;7338;7464;7507;7531;7531
48177;Gonzales County;16375;16800;16800;16800;16600;16800;16700;16700;16400;16600;16949;17518;18569;18768;18645;18571;18493;18374;17861;17598;17114;17233;17163;17188;17337;17380;17455;17522;17485;17561;18673;18702;18850;19122;19299;19559;19513;19372;19498;19610;19795;19763;19936;20174;20413;20573;20573
48179;Gray County;26949;26800;25700;25100;25000;25300;25400;25300;25100;25600;26386;27126;28243;28451;27969;27693;26963;25726;24749;24714;23785;23563;23494;23508;23296;23330;23857;23646;23593;23299;22578;22094;21762;21511;21220;21356;21596;21830;22101;22074;22459;22575;22818;22895;23419;23210;23210
48181;Grayson County;83225;80700;77000;77200;79200;82200;84100;84100;84800;87500;89796;91140;91857;92562;93722;94827;96787;95717;95246;95499;95005;95582;95292;95911;96829;97792;99892;100670;102019;103728;110993;112375;113256;114358;114908;115526;117030;118191;118786;120030;121042;121249;121601;122165;123419;125467;125467
48183;Gregg County;75929;76400;78400;80800;81800;84900;87000;90000;92600;96700;99495;103480;109624;110647;110163;109691;108334;106457;105201;104456;105105;106877;107820;108491;109329;110119;111534;112432;112948;113155;111287;111642;112403;113152;113735;114366;115898;116938;117665;119637;122015;122482;122942;123197;123159;124108;124108
48185;Grimes County;11855;12100;12400;12300;12400;12300;12300;12500;12800;13200;13580;14451;15659;17725;18549;19264;19171;19064;18927;18756;18876;19148;19426;19926;20992;21542;22038;22857;23336;24033;23608;24170;24634;24853;24989;25072;25322;25752;25946;26011;26614;26694;26705;26824;27069;27512;27512
48187;Guadalupe County;33554;35000;37000;39200;40800;41700;42800;43700;45000;46000;46708;48487;50038;52024;54032;55963;58440;61299;62798;63984;65019;65899;66768;68586;70741;72648;74873;77592;80453;82808;89883;92075;94132;96445;99038;102313;107670;112581;117341;121432;132560;135857;139733;143189;147272;151249;151249
48189;Hale County;34137;35000;36100;36100;36100;36700;36600;36800;37000;37400;37592;38300;38023;37705;37235;36510;36262;36099;35578;34981;34656;34760;35238;35133;35430;36371;36450;36497;36702;36491;36581;35799;35460;35342;35971;35707;35733;35646;35179;35408;36346;36426;36329;35802;34602;34360;34360
48191;Hall County;6015;5800;5800;6200;6100;6100;6000;5800;5800;5700;5594;5366;5226;5193;4981;4792;4596;4276;4148;4017;3884;3886;3869;3802;3784;3711;3731;3674;3630;3594;3762;3756;3712;3692;3658;3600;3564;3410;3376;3327;3352;3310;3278;3186;3105;3138;3138
48193;Hamilton County;7198;7700;7800;7700;7800;7800;7700;7700;7900;8100;8297;8276;8239;8357;8382;8164;8173;8237;7900;7792;7716;7573;7554;7474;7437;7494;7559;7639;7651;7609;8233;8112;7960;8060;7965;7992;8064;8073;8082;8043;8488;8415;8294;8270;8190;8159;8159
48195;Hansford County;6351;6300;6300;6100;6200;6200;6300;6200;6100;6200;6209;6245;6389;6475;6399;6487;6297;6102;6085;5983;5817;5686;5643;5464;5391;5257;5279;5348;5349;5399;5345;5272;5195;5140;5111;5134;5144;5202;5345;5406;5602;5581;5523;5546;5537;5610;5610
48197;Hardeman County;6795;6800;6500;6400;6300;6500;6400;6300;6200;6200;6368;6585;6472;6599;6497;6325;6058;5892;5677;5472;5232;4977;5008;4957;4934;4861;4780;4660;4565;4389;4715;4582;4496;4458;4372;4293;4254;4126;4011;3874;4156;4122;4055;4011;3934;3840;3840
48199;Hardin County;29996;30700;31900;32800;33800;34100;35500;36900;38200;39500;40721;41451;42235;43116;43270;42619;41969;41298;41118;41093;41383;42287;43349;44593;45617;46453;47359;48646;49147;49684;48154;48375;48863;49158;49812;50607;50844;51741;52405;53424;54811;55027;55102;55340;55540;55865;55865
48201;Harris County;1741913;1799000;1836200;1880700;1947100;2028700;2111900;2180400;2259000;2337500;2409547;2546583;2696632;2757212;2757361;2747170;2782260;2745987;2730720;2763975;2833351;2898703;2958101;2998398;3034628;3064758;3104190;3149515;3202021;3250404;3413678;3483124;3557879;3615199;3670543;3732321;3855798;3909239;3980602;4070989;4108187;4181238;4262504;4352462;4447577;4538028;4538028
48203;Harrison County;44841;45700;45700;45300;46000;47400;48100;48500;49800;51300;52265;53668;55528;56586;57202;56876;57276;57375;57379;57611;57433;57097;57191;57855;58088;58602;59114;59386;59781;59797;62057;62290;62003;61836;62371;62476;63294;63299;63775;64795;65704;66352;66300;66214;66471;66746;66746
48205;Hartley County;2782;3100;3000;2900;3300;3500;3700;3800;3800;3900;3987;4159;3992;4086;4132;4207;4046;3842;3875;3640;3624;3635;3693;3723;3762;5087;5243;5137;5142;5274;5538;5469;5095;5398;5293;5190;5181;5202;4905;4968;6055;6081;6153;6061;6119;6193;6193
48207;Haskell County;8512;8300;8300;7900;7800;7800;7900;7600;7600;7600;7725;7734;7657;7697;7608;7397;7227;7071;7031;6998;6762;6716;6701;6615;6424;6280;6207;6125;6125;5970;6043;5925;5712;5585;5465;5425;5259;5147;5090;5002;5880;5978;5894;5890;5767;5737;5737
48209;Hays County;27642;29400;32400;34500;35900;34100;34500;35800;37600;39200;40594;42970;43502;46907;50826;56225;61367;63261;64542;65422;65743;67001;68425;70533;74337;78389;81705;85580;89304;92755;99070;104899;111935;116379;120364;126470;133418;142000;149424;155545;158275;163291;168571;176114;185096;194739;194739
48211;Hemphill County;3084;3400;3400;3500;3800;4300;4500;4700;4800;5100;5304;5705;6427;6338;5754;5267;4706;4121;4070;3807;3701;3668;3466;3402;3466;3527;3595;3598;3527;3471;3325;3300;3300;3268;3281;3313;3321;3307;3410;3463;3797;3957;4069;4121;4163;4264;4264
48213;Henderson County;26466;28300;29900;32000;32900;33800;34900;37000;39000;41200;42606;44140;46057;48151;50542;52844;54880;56261;57460;57849;58622;59107;59948;61026;62067;63908;65303;67266;68988;70673;73540;74033;75046;76703;78224;78459;78923;78813;78757;78921;78656;78688;78953;78635;79259;79545;79545
48215;Hidalgo County;181535;193400;204900;217000;223800;238700;249000;258700;266100;275500;283323;298559;313256;326453;334571;341145;350514;358307;365499;377106;386777;401292;420042;441118;460297;476589;489948;504072;519661;534907;573398;588533;607449;627164;646523;665475;683719;701862;721275;741152;779143;795272;807776;819173;831561;842304;842304
48217;Hill County;22596;22900;23100;23700;23700;23700;23800;23800;24000;24600;25024;25001;25748;26358;27034;26850;26727;27002;26990;26988;27205;27403;27558;27901;28309;28973;29485;30068;30559;31060;32596;32921;33349;34058;34443;34647;35004;35223;35681;35840;35129;35171;35086;34774;34731;34855;34855
48219;Hockley County;20396;21100;21200;21000;20700;21100;21200;21400;22000;22700;23230;23937;24679;25106;25285;25708;25294;24304;24476;24271;24181;24449;24607;24546;24389;23954;23915;23836;23705;23374;22656;22571;22575;22676;22564;22636;22385;22224;22278;22272;22858;22974;23120;23486;23599;23433;23433
48221;Hood County;6368;7600;8200;9100;10300;10800;11700;13200;14900;16400;17714;18391;19418;21279;22812;23925;25116;26570;28414;29467;28919;30074;30974;30842;31736;33440;34901;36008;37259;38750;41468;42658;43635;44760;45768;46862;48378;49376;50724;51462;51282;51489;52149;52889;53904;55423;55423
48223;Hopkins County;20710;21300;22400;22600;22500;22800;23300;23700;24200;24800;25247;25545;26366;27204;28051;28540;29083;28833;29343;29057;28806;28968;29071;29129;29456;29707;30062;30142;30350;30614;32015;32178;32266;32493;32881;33103;33470;34023;34145;34581;35202;35314;35398;35431;35857;36223;36223
48225;Houston County;17855;18600;19200;18900;18700;18900;19300;19900;20700;21500;22299;22641;22509;22441;21664;21723;21733;21959;21728;21630;21327;21467;21527;21727;21862;21913;21719;21842;22033;22223;23160;23021;22980;22914;23017;22791;22705;22668;22531;22363;23693;23361;23134;22735;22731;22785;22785
48227;Howard County;37796;38900;39700;38400;38200;38000;37900;37000;33800;33400;33142;34192;36541;36868;36404;35203;35501;33943;33499;32844;32229;32165;32113;32071;32149;32256;32330;32099;32076;31687;33453;33029;32970;32599;32385;32034;31880;32167;32597;32940;35009;35009;35523;36238;36551;37206;37206
48229;Hudspeth County;2392;2400;2400;2500;2600;2700;2700;2600;2500;2600;2728;2953;3057;2935;2717;2725;2687;2707;2820;2868;2903;2879;2895;2901;2883;3094;3153;3201;3192;3238;3345;3356;3312;3224;3189;3218;3225;3202;3086;3115;3464;3411;3337;3312;3211;3379;3379
48231;Hunt County;47948;48900;48000;49000;50600;51700;52600;52400;53000;54200;55248;56898;58758;61008;62368;63594;64512;64530;65077;64542;64300;63947;64976;65672;65722;66559;67690;68733;70239;71717;76931;78212;79774;80179;81013;81433;82085;82398;82271;82831;86337;86768;87266;87562;88822;89844;89844
48233;Hutchinson County;24443;25100;25700;24000;23600;24400;24500;24800;24900;25600;26304;27647;29899;30528;29519;28694;27949;26503;26407;26059;25569;25601;25320;25175;24872;24508;24201;23937;24041;23711;23769;23176;23023;22603;22242;21902;21840;21716;21411;21538;22204;21973;21954;21812;21815;21734;21734
48235;Irion County;1070;1200;1100;1100;1100;1100;1100;1100;1300;1300;1386;1463;1549;1633;1792;1875;1789;1762;1615;1659;1622;1577;1621;1635;1660;1643;1704;1697;1724;1693;1769;1699;1740;1729;1702;1701;1757;1728;1707;1741;1609;1605;1574;1600;1568;1554;1554
48237;Jack County;6711;6500;6300;6300;6400;6500;6600;6800;7000;7100;7408;7523;7953;7791;8007;7970;7845;7795;7469;7158;6919;6773;6794;6803;6875;6982;7205;7314;7440;7481;8757;8645;8825;8798;8813;8819;8848;8690;8601;8497;9014;9045;9007;8921;8880;8878;8878
48239;Jackson County;12975;12900;13100;12800;12600;12600;12700;12800;12900;13200;13352;13752;13905;14153;14027;13899;13955;13573;13373;13143;12997;12823;12969;13400;13559;13568;13628;13693;13671;13648;14411;14215;14229;14134;14126;14144;14079;14002;14105;14274;14077;14021;14253;14611;14729;14816;14816
48241;Jasper County;24692;24900;25400;26000;26100;26900;27400;28400;29000;29900;30781;31258;31449;31939;32323;32283;31800;31728;31540;31221;31031;31103;31345;31860;32199;32541;32916;33275;33438;33494;35589;35622;35465;35239;35024;34978;34183;34329;34294;34370;35799;36236;35846;35668;35583;35506;35506
48243;Jeff Davis County;1527;1400;1500;1500;1500;1500;1500;1600;1600;1600;1647;1708;1650;1743;1771;1829;1826;1837;1872;1958;1930;1913;1924;2034;2092;2071;2162;2231;2364;2415;2229;2221;2180;2205;2202;2198;2204;2210;2247;2258;2345;2299;2301;2221;2185;2156;2156
48245;Jefferson County;246402;246700;245700;240100;238700;242100;244400;246200;245800;248700;248651;252245;256258;256959;255996;252820;243101;242690;239959;238927;239325;241421;242986;244835;243995;244420;242451;241406;241219;241332;251628;249190;248274;247251;246834;246063;240392;241488;242201;243237;252451;253346;251394;252874;252439;254308;254308
48247;Jim Hogg County;4654;4700;4600;4800;4700;4800;4700;4700;4800;5000;5168;5300;5467;5498;5385;5448;5390;5183;5189;5166;5092;5082;5080;5089;5094;5061;4992;4905;5011;4972;5268;5156;5152;5051;5045;5035;4971;4900;4960;4997;5286;5275;5256;5221;5245;5200;5200
48249;Jim Wells County;33032;33800;33900;33700;33500;34100;34300;34500;34900;35700;36498;37317;38677;39968;40306;40388;40588;39425;38679;37811;37641;38020;38106;38694;39034;39508;39612;39767;40055;40212;39375;39767;39939;40147;40504;40680;40683;41055;40963;41001;40892;41205;41660;41682;41378;41382;41382
48251;Johnson County;45769;48400;50400;53100;55900;56200;58200;60800;62800;65600;67649;70029;73412;77279;82715;86968;91996;95861;96672;97106;97244;98416;100199;101829;104296;107640;110295;113855;118200;122594;127978;131681;134816;138175;141338;143765;146192;149540;153889;156997;151259;151955;153394;154699;157213;159990;159990
48253;Jones County;16106;16700;16400;16000;16200;16400;16700;16900;17000;17200;17268;17376;17693;18618;18475;18257;17943;17697;17224;16812;16388;16126;15740;17848;18039;18466;18766;18686;18625;18846;20723;20122;19977;19902;19713;19527;19407;19154;19066;18961;20223;20240;19858;20005;19816;19970;19970
48255;Karnes County;13462;13600;13000;13000;12900;13100;12800;12800;13000;13200;13593;13626;13777;13674;13698;13340;13287;13134;12676;12652;12403;12322;12223;12228;12360;12416;15327;15246;15188;15112;15431;15387;15229;15184;15180;15049;15097;15050;15076;15029;14861;14963;14878;14724;14857;14975;14975
48257;Kaufman County;32392;33300;34800;35600;36400;35400;34800;35300;36100;37600;39038;40139;41570;43851;45138;46503;48900;50548;51915;51912;52441;53589;54255;55886;57999;59709;61564;63703;65535;68065;72091;75177;77743;81493;84564;87872;92055;96603;100399;103038;103882;105293;106675;108490;111295;114690;114690
48259;Kendall County;6964;7300;7800;8400;8700;8800;9100;9500;9700;10300;10635;11064;11390;11652;12293;12516;13162;13493;14108;14459;14677;15238;15844;16898;18462;19287;19742;20373;21190;21865;23965;24515;25169;26206;27086;28411;29855;31229;32923;34053;33645;34511;35732;37419;38761;40384;40384
48261;Kenedy County;678;600;500;600;600;600;600;600;600;600;543;518;514;475;558;570;552;508;505;492;455;430;437;436;423;434;430;430;452;436;419;416;420;414;423;433;401;387;383;369;418;440;441;426;412;407;407
48263;Kent County;1434;1400;1500;1300;1300;1300;1200;1300;1300;1300;1145;1125;1177;1114;1210;1133;1097;1091;1036;1006;1008;989;971;956;945;891;867;874;879;854;844;808;802;771;759;739;716;719;707;703;809;819;834;796;783;764;764
48265;Kerr County;19454;19900;20700;22300;23000;23700;24400;25500;26600;27700;28780;29433;30292;31571;33084;34592;35631;35556;36111;36241;36355;36739;37681;38244;39205;40256;41339;41966;42667;43234;43826;44206;44654;44897;45571;46169;47082;47488;47928;48381;49648;49627;49771;49879;50512;50955;50955
48267;Kimble County;3904;3900;3800;3900;3900;4100;4000;4000;3900;4000;4063;4175;4171;4252;4225;4166;4254;4196;4241;4129;4114;4131;4112;4224;4153;4119;4199;4153;4141;4238;4490;4487;4498;4473;4509;4537;4492;4425;4431;4539;4589;4598;4540;4468;4435;4388;4388
48269;King County;464;300;400;400;400;400;400;400;400;400;425;427;420;379;395;387;406;373;382;365;353;327;339;331;348;318;337;348;359;318;358;314;309;312;317;295;292;292;281;286;288;258;270;272;262;282;282
48271;Kinney County;2006;1900;2000;2000;2100;2200;2200;2200;2200;2200;2279;2403;2408;2476;2669;2706;2850;2933;2874;3037;3132;3132;3182;3143;3284;3338;3391;3369;3474;3465;3383;3385;3397;3294;3261;3279;3284;3313;3243;3274;3595;3606;3620;3603;3505;3549;3549
48273;Kleberg County;33166;33900;34300;35000;33700;33000;33100;32900;33000;33100;33358;34015;34743;34873;34975;33998;32850;31906;31351;30954;30074;29975;30350;30612;30542;30203;30252;30194;30103;29680;31510;31134;31194;31105;30890;30678;30491;30638;30729;30647;32058;32057;32129;32101;31999;31857;31857
48275;Knox County;5972;5900;5900;5800;5600;5700;5600;5600;5500;5300;5329;5355;5617;5554;5625;5443;5347;5141;5009;4806;4847;4773;4787;4697;4611;4580;4399;4309;4225;4104;4244;4018;3950;3884;3771;3622;3557;3467;3357;3322;3723;3740;3761;3771;3850;3860;3860
48277;Lamar County;36062;37200;37600;38700;38500;39400;40200;40500;40500;41300;42156;42490;42676;43390;43651;43441;43725;43582;43565;44046;43982;44051;44269;44913;44693;44941;45337;45595;45880;46050;48608;48488;48752;49009;49015;49046;49017;48974;48961;48965;49812;49940;49770;49223;49457;49440;49440
48279;Lamb County;17770;17700;17600;17500;17000;17300;17500;18000;18300;18500;18669;18666;18661;17948;17730;17150;16561;15925;15695;15488;15008;14884;14777;14706;14810;14810;14853;14822;14762;14765;14649;14496;14525;14472;14320;14251;13946;13815;13532;13162;14000;14093;13916;13730;13585;13385;13385
48281;Lampasas County;9323;9900;11100;12800;12700;12900;12700;12800;13000;12700;12005;11908;12499;12651;12920;13013;13256;13359;13377;13603;13525;13486;13664;14387;15216;16466;17101;17458;17738;17700;17877;18129;18682;19014;20217;19567;20270;20696;20909;20915;19755;19944;20117;20205;20242;20588;20588
48283;La Salle County;5014;5200;5400;5200;5100;5300;5500;5700;5700;5600;5514;5668;5926;5972;5968;5789;5635;5361;5296;5175;5275;5402;5392;5982;5958;6024;5977;5981;6036;5992;5877;5788;5828;5854;5901;5998;5905;5925;5818;5810;6901;6995;7133;7421;7473;7631;7631
48285;Lavaca County;17903;17800;18300;17900;18100;18100;18300;18500;18700;19100;19004;19176;19578;19489;19543;19523;19540;19043;19247;18999;18633;18718;18544;18606;18670;18695;18737;18729;18838;18912;19170;18864;18930;18887;18784;18756;18679;18648;18539;18539;19241;19222;19451;19543;19692;19836;19836
48287;Lee County;8048;8300;8400;8700;8600;9100;9000;9100;9400;9900;10952;12392;14048;13819;13939;14082;14382;13996;13530;13045;12801;12848;13014;13425;13766;14015;14380;14726;14885;14871;15717;16020;16135;16218;16167;16210;16185;16165;16224;16231;16604;16603;16548;16592;16677;16898;16898
48289;Leon County;8738;8500;8400;8600;8700;8700;8600;8700;8900;9300;9594;10077;10719;11530;12238;13029;13036;12729;12748;12675;12655;12837;13000;13127;13602;13853;14102;14413;14481;14870;15428;15490;15755;15813;15852;16108;16338;16377;16843;16923;16745;16830;16738;16652;16791;17086;17086
48291;Liberty County;33014;35300;37000;38100;37300;38600;39900;42000;43700;45800;47088;49013;51576;53564;54033;53772;54338;52865;52199;52236;52857;53687;54748;56201;58315;61725;62762;64309;65154;67161;70562;71632;73264;73712;74333;74384;74396;74810;75335;75779;75857;76074;76471;77032;78200;79654;79654
48293;Limestone County;18100;19100;19800;19000;19300;19700;19700;19900;19900;20000;20224;20589;20688;21382;21535;22007;21548;21948;21590;21122;20901;20868;20735;20825;20740;20725;20624;20697;20747;20620;22046;22045;22273;22393;22513;22399;22481;22407;22262;22287;23467;23550;23623;23354;23421;23320;23320
48295;Lipscomb County;3486;3600;3500;3300;3200;3200;3400;3300;3300;3300;3766;4029;4465;4398;4388;4156;3831;3541;3376;3222;3120;3087;3034;2988;2927;2994;3052;3008;2962;3023;3031;2940;2996;3024;2933;2930;2962;2998;2986;3094;3284;3349;3441;3492;3565;3569;3569
48297;Live Oak County;6697;6500;6600;6900;6900;7100;7300;7600;8100;8600;9606;9879;9932;9803;9729;9595;9635;9468;9614;9554;9543;9730;9748;9963;10080;10101;10194;10110;10149;10103;12279;12084;11919;11685;11569;11465;11352;11293;11201;11046;11547;11525;11678;11850;12081;12229;12229
48299;Llano County;6979;7300;7600;8500;8900;9000;9100;9600;9700;10200;10144;9997;10567;11169;11596;11885;11936;12120;11962;11726;11626;11695;11810;12017;12460;12725;12991;13167;13449;13843;17095;17430;17707;17881;17857;17958;17941;18279;18297;18274;19343;18944;19086;19348;19440;19796;19796
48301;Loving County;164;100;100;100;100;100;100;100;100;100;91;87;84;91;87;83;91;94;99;107;106;101;139;124;136;138;141;105;116;113;64;62;66;60;45;54;55;54;40;45;83;95;81;103;87;112;112
48303;Lubbock County;179295;185700;192000;192100;196000;198400;200600;203800;207400;209900;211651;213350;215688;219308;221095;219679;220946;220943;222021;222932;222815;223873;224133;226765;229668;231015;230932;230066;228220;227890;243074;246447;248910;252427;254466;256252;259855;262895;265372;270550;280256;283420;286098;289899;295039;299453;299453
48305;Lynn County;9107;8700;9000;9100;8800;8600;8800;8800;8700;8500;8605;8467;8245;8047;7879;7806;7240;7023;6971;6900;6724;6732;6742;6648;6646;6496;6524;6596;6714;6657;6486;6406;6367;6142;6052;6035;6014;5781;5701;5674;5902;5879;5773;5693;5753;5724;5724
48307;McCulloch County;8571;8500;8300;8300;8600;8700;8600;8600;8600;8700;8735;8771;8890;8873;8968;9196;8873;8837;9156;9064;8710;8382;8338;8417;8431;8512;8735;8730;8715;8802;8171;7984;7838;7895;7986;7892;7915;7806;7873;7980;8226;8278;8281;8267;8200;8341;8341
48309;McLennan County;147553;149900;153000;156200;159400;158800;162400;164200;166400;169200;170755;173739;175640;179181;181304;183163;186467;186733;186698;187791;189562;191064;191924;193719;197326;198780;201104;202385;203214;204244;214093;215561;217272;219485;222335;223819;225559;228241;230849;233378;235939;237827;239416;241524;243088;245671;245671
48311;McMullen County;1095;1000;1100;900;900;800;800;800;800;800;789;782;828;841;913;919;866;866;921;816;815;785;808;791;798;819;790;794;795;801;851;839;827;844;789;859;845;873;840;810;712;702;736;766;804;820;820
48313;Madison County;7693;7700;7600;8000;8400;8700;9000;9000;9600;10000;10649;11106;11547;11723;11788;11556;11533;11419;11138;11031;10903;11009;11074;11409;11386;11708;11822;11760;11852;11881;12971;13675;12741;12939;13079;13048;13156;13245;13228;13333;13742;13736;13726;13812;13852;14065;14065
48315;Marion County;8517;8000;8100;8500;8900;9100;9300;9500;9800;10100;10360;10463;10825;10907;10594;10217;9947;9942;10359;10033;9951;9916;9979;10000;10058;10230;10428;10597;10894;10998;10945;11029;10933;10976;10818;10751;10724;10649;10421;10306;10497;10434;10308;10225;10114;10160;10160
48317;Martin County;4774;4900;4900;5100;4900;4900;5100;5100;4700;4700;4684;4970;5306;5471;5426;5396;5363;5186;5116;5056;4927;4814;4923;5004;4967;4957;4886;4993;5019;4988;4720;4687;4635;4522;4352;4390;4376;4416;4474;4581;4816;4905;4993;5269;5450;5641;5641
48319;Mason County;3356;3300;3400;3400;3400;3500;3500;3500;3500;3500;3683;3622;3657;3608;3677;3656;3616;3522;3470;3530;3398;3348;3396;3455;3498;3564;3603;3653;3673;3646;3741;3755;3742;3779;3829;3824;3873;3902;3885;3965;4015;4032;4048;4145;4073;4032;4032
48321;Matagorda County;27913;28300;29400;28100;28600;29100;30000;32100;34100;36300;37828;38524;37325;37579;39648;40331;40483;40232;39134;37450;36799;37634;37802;38372;38515;38194;37856;37852;37987;37828;37958;37912;37795;37832;37571;37320;36973;36732;37038;36978;36705;36699;36554;36500;36469;36770;36770
48323;Maverick County;18093;19000;19900;21400;21600;23300;25300;27000;28200;29800;31398;33010;34029;34980;34804;34729;34674;35105;35567;35622;36743;38411;40088;41826;43140;44532;45674;46710;47660;48639;47357;47561;48315;48959;49408;49852;50615;50999;51833;53203;54487;55347;55853;56644;57188;57706;57706
48325;Medina County;20249;20600;20900;21900;22300;22300;22500;22700;22700;23000;23164;23214;23569;24079;24274;24760;25675;26165;26783;27044;27405;28002;28484;30098;31351;33348;34599;35920;36910;37698;39462;39931;40486;41187;41868;42366;43199;43749;44228;44728;46132;46517;46830;47319;47876;48417;48417
48327;Menard County;2646;2800;2800;2700;2600;2500;2500;2400;2400;2400;2346;2362;2313;2420;2488;2319;2374;2436;2436;2358;2222;2203;2263;2297;2331;2389;2310;2347;2323;2262;2356;2321;2326;2285;2229;2165;2137;2104;2125;2127;2236;2223;2225;2149;2150;2164;2164
48329;Midland County;65433;66400;66500;66200;68400;70700;72900;74100;76200;78800;82636;88994;98653;106724;106493;108601;111902;107101;106323;106438;106718;108737;110643;111814;113252;114137;115019;117529;119120;118490;115487;115779;116953;117957;119145;120487;123391;126082;129159;132316;136990;140139;147185;152057;155990;161077;161077
48331;Milam County;20028;20500;20800;20400;20600;20900;20800;21000;21400;22000;22732;23181;23255;23613;23872;24186;24228;23694;23256;23008;22919;22830;22999;23181;23522;23573;23850;24092;24197;24302;24239;24379;24893;24793;24980;24833;24866;24729;24846;24628;24687;24636;24143;24174;24254;24513;24513
48333;Mills County;4212;4400;4400;4300;4300;4500;4400;4400;4300;4300;4477;4549;4554;4659;4715;4651;4639;4558;4544;4570;4510;4525;4525;4644;4657;4697;4730;4718;4748;4726;5127;5039;5055;4982;4989;5075;4971;4983;4991;4994;4950;4868;4835;4884;4886;4900;4900
48335;Mitchell County;9073;8700;8700;9000;9100;9000;9000;9100;9100;9200;9088;9124;9605;9493;9406;9090;9174;8756;8604;8285;7946;7749;7732;7745;8650;9043;9000;8712;8832;8782;9638;9576;9416;9342;9240;9273;9227;9287;9241;9347;9417;9390;9317;8992;9081;9067;9067
48337;Montague County;15326;15900;15900;16000;16300;16600;16700;16800;16900;17300;17410;17746;18529;18586;18439;18457;18374;18083;17855;17389;17240;17238;17323;17347;17678;17805;17950;18400;18573;18753;19132;19177;19115;19286;19314;19384;19581;19614;19640;19568;19713;19734;19527;19438;19428;19262;19262
